"sex" "age" "educ" "country" "self" "vign1" "vign2" "vign3" "vign4" "vign5" "vign6"
"17558" 0 32 2 "Eastasia" 1 1 2 4 4 4 5
"167581" 0 25 6 "Eastasia" 5 5 1 5 5 3 5
"83385" 0 24 2 "Eastasia" 4 4 4 4 4 4 4
"170400" 0 20 3 "Eastasia" 3 3 2 2 4 3 4
"137495" 0 27 2 "Eastasia" 2 2 2 3 4 4 4
"83436" 0 21 2 "Eastasia" 4 4 4 4 3 3 3
"99944" 1 68 2 "Eastasia" 5 5 5 4 5 5 4
"154085" 1 51 1 "Eastasia" 3 4 5 5 5 5 3
"161695" 1 35 1 "Eastasia" 2 2 3 5 5 5 5
"142" 0 44 3 "Oceania" 2 2 2 2 2 2 2
"68962" 0 63 1 "Eastasia" 3 3 4 4 3 4 4
"101260" 1 63 1 "Eastasia" 2 3 3 4 2 4 1
"110320" 1 22 4 "Eurasia" 2 4 1 3 3 3 2
"121282" 0 30 2 "Eastasia" 4 4 5 5 5 5 5
"168523" 0 26 3 "Eastasia" 3 3 1 5 5 5 5
"70795" 0 70 1 "Eastasia" 3 3 3 4 5 5 5
"17566" 0 35 2 "Eastasia" 1 1 1 4 5 5 5
"110622" 0 37 3 "Eurasia" 3 3 3 3 3 3 3
"93481" 1 70 1 "Eastasia" 2 2 3 3 4 3 4
"78321" 1 NA 1 "Oceania" 3 3 4 4 5 5 5
"166269" 1 47 3 "Eastasia" 1 1 1 4 5 4 4
"170232" 1 39 3 "Eastasia" 3 3 5 3 5 3 5
"140031" 1 28 1 "Eastasia" 3 3 3 5 3 2 3
"161579" 0 30 4 "Eastasia" 3 3 3 5 5 5 5
"93581" 1 70 1 "Eastasia" 3 3 3 3 3 3 4
"13010" 0 43 3 "Eastasia" 4 4 5 5 4 5 5
"158635" 1 23 3 "Eastasia" 4 4 1 4 3 3 5
"143140" 1 44 1 "Eastasia" 5 5 3 4 4 3 4
"148369" 1 60 4 "Eastasia" 3 3 3 2 4 4 3
"150486" 1 69 4 "Eastasia" 3 3 2 3 4 4 5
"99712" 0 27 3 "Eastasia" 4 5 4 4 3 4 2
"158121" 0 46 1 "Eastasia" 3 3 4 4 4 3 2
"10383" 1 62 3 "Eastasia" 5 5 5 5 5 5 5
"138750" 0 18 3 "Eastasia" 2 2 1 4 5 4 4
"27969" 0 44 4 "Oceania" 3 3 3 4 4 4 4
"106732" 1 32 2 "Eastasia" 2 2 3 2 3 2 3
"112791" 1 35 3 "Eastasia" 2 2 3 5 4 2 5
"59943" 1 88 NA "Oceania" 4 4 4 4 4 4 4
"163332" 0 48 3 "Eastasia" 3 3 3 3 3 3 3
"121491" 0 63 2 "Eastasia" 3 3 3 4 3 3 3
"141273" 0 30 2 "Eastasia" 1 1 4 3 3 3 2
"152478" 0 22 5 "Eastasia" 3 3 4 4 4 4 5
"73014" 1 29 1 "Eastasia" 2 3 3 3 2 3 2
"154341" 1 19 3 "Eastasia" 2 2 2 4 4 4 5
"131472" 1 NA 6 "Eastasia" 4 4 3 4 4 4 5
"154694" 1 60 1 "Eastasia" 5 5 5 5 5 5 5
"96566" 0 72 1 "Eastasia" 3 3 4 3 3 3 4
"843" 0 51 2 "Oceania" 4 4 4 4 4 4 4
"70780" 1 28 1 "Eastasia" 2 2 2 3 4 4 5
"142650" 1 55 2 "Eastasia" 3 4 2 3 5 3 4
"127058" 1 43 1 "Eastasia" 1 1 2 3 1 1 4
"61135" 0 45 1 "Oceania" 4 4 4 4 4 4 4
"158127" 0 47 3 "Eastasia" 1 1 1 5 3 3 5
"158819" 1 40 1 "Eastasia" 2 2 2 5 5 4 5
"133150" 1 32 7 "Eastasia" 2 3 2 2 2 3 3
"88111" 0 30 5 "Oceania" 3 3 2 4 5 5 5
"69368" 1 22 1 "Eastasia" 2 2 2 4 4 4 5
"159681" 0 40 3 "Eastasia" 2 2 2 5 5 5 5
"150879" 0 29 4 "Eastasia" 2 2 2 4 4 4 5
"112195" 1 41 3 "Eastasia" 4 4 2 5 4 4 5
"77442" 1 20 3 "Oceania" 2 2 3 3 3 3 4
"94445" 1 35 6 "Eastasia" 2 2 1 5 5 5 5
"119647" 1 80 1 "Eurasia" 3 3 2 3 4 3 5
"82474" 0 36 1 "Eastasia" 2 2 2 4 3 5 5
"61252" 0 62 1 "Oceania" 5 5 5 5 5 5 5
"73311" 1 53 1 "Eastasia" 2 3 3 2 4 3 4
"151673" 0 49 5 "Eastasia" 3 3 2 4 5 3 5
"115907" 0 90 1 "Eurasia" 5 5 5 5 5 5 5
"17437" 1 43 4 "Eastasia" 3 3 2 4 5 4 5
"154578" 1 53 3 "Eastasia" 2 2 2 4 5 3 5
"156733" 0 47 1 "Eastasia" 2 2 1 5 5 5 5
"17767" 0 18 3 "Eastasia" 3 5 3 4 4 4 3
"53079" 1 68 6 "Eastasia" 4 4 3 4 3 3 3
"62791" 1 36 1 "Eastasia" 3 3 4 4 3 5 5
"41934" 1 26 5 "Oceania" 1 1 1 3 4 4 5
"160788" 0 18 3 "Eastasia" 1 1 1 4 4 4 5
"8399" 1 18 1 "Eastasia" 4 4 4 4 4 4 4
"110230" 0 28 4 "Eurasia" 3 3 2 4 5 5 5
"68101" 0 30 3 "Eastasia" 1 1 1 1 1 1 1
"64235" 0 45 1 "Eastasia" 2 2 1 5 4 2 4
"22577" 1 31 3 "Oceania" 1 1 2 4 4 5 5
"20060" 0 62 2 "Eastasia" 1 1 3 2 5 5 3
"101981" 1 62 1 "Eastasia" 4 4 4 3 3 4 1
"90873" 1 53 1 "Oceania" 2 2 2 3 4 4 4
"132505" 0 36 6 "Eastasia" 3 3 1 5 5 3 5
"127511" 0 58 1 "Eastasia" 2 2 2 3 4 3 5
"164833" 0 42 6 "Eastasia" 4 4 4 4 4 4 4
"88636" 0 24 3 "Oceania" 2 2 1 4 5 4 5
"61794" 0 85 1 "Eastasia" 2 2 2 2 1 2 1
"71161" 1 28 1 "Eastasia" 3 3 3 3 3 3 3
"99642" 0 21 3 "Eastasia" 1 1 1 5 5 4 5
"111746" 0 19 3 "Eastasia" 3 3 4 2 2 3 3
"463" 0 55 1 "Oceania" 5 5 5 5 5 5 4
"101586" 1 21 4 "Eastasia" 3 5 5 3 2 4 1
"150278" 0 32 4 "Eastasia" 3 3 3 4 3 4 5
"169531" 1 22 2 "Eastasia" 1 1 1 3 5 5 5
"158499" 1 36 2 "Eastasia" 3 3 4 2 5 4 5
"113137" 0 25 6 "Eastasia" 3 3 2 3 3 2 4
"7962" 0 22 3 "Eastasia" 5 5 5 5 5 5 5
"99211" 1 30 1 "Eastasia" 4 5 2 2 5 5 5
"48815" 0 32 5 "Eastasia" 1 1 3 4 5 3 5
"163586" 1 37 3 "Eastasia" 5 5 5 5 5 5 5
"24061" 0 65 3 "Oceania" 2 2 2 3 4 4 5
"87942" 1 39 3 "Oceania" 2 2 2 4 5 5 5
"27076" 1 78 1 "Oceania" 4 4 4 5 4 5 5
"14189" 0 42 3 "Eastasia" 3 3 1 4 3 4 5
"76476" 0 62 1 "Oceania" 3 3 3 2 4 4 2
"83723" 1 25 1 "Eastasia" 4 4 4 3 3 5 4
"171131" 0 28 4 "Eastasia" 2 3 4 4 1 4 2
"79882" 1 60 1 "Eastasia" 3 3 4 3 4 4 4
"8311" 0 55 2 "Eastasia" 5 5 5 5 5 5 5
"43169" 1 57 3 "Oceania" 2 2 1 4 4 3 5
"21612" 1 52 2 "Eastasia" 5 5 1 4 3 4 5
"26693" 0 62 3 "Oceania" 3 3 3 3 5 4 5
"13107" 1 44 4 "Eastasia" 3 3 1 4 4 3 5
"71047" 1 39 1 "Eastasia" 3 3 3 4 3 4 3
"21468" 1 31 3 "Eastasia" 2 5 1 1 3 3 2
"155330" 0 26 NA "Eastasia" 2 2 2 3 5 1 5
"165100" 1 49 3 "Eastasia" 3 3 4 4 5 4 5
"46034" 1 73 4 "Eastasia" 4 4 3 4 1 3 1
"40345" 1 42 5 "Eastasia" 3 3 3 3 3 3 3
"101755" 0 36 4 "Eastasia" 4 5 4 5 4 5 4
"30294" 1 37 3 "Oceania" 3 3 3 5 4 4 4
"114003" 0 27 3 "Eastasia" 3 3 3 2 4 4 3
"19038" 1 34 2 "Eastasia" 3 3 3 2 4 3 4
"55361" 1 82 4 "Eastasia" 4 5 3 4 3 3 3
"163293" 0 31 3 "Eastasia" 3 3 4 4 4 3 3
"23007" 0 47 6 "Oceania" 2 2 3 4 5 4 5
"96335" 0 29 1 "Eastasia" 3 3 3 3 3 4 3
"12664" 1 32 3 "Eastasia" 4 4 4 4 3 4 3
"9574" 1 24 2 "Eastasia" 3 3 3 3 3 3 3
"603" 1 61 1 "Oceania" 2 2 2 5 5 5 5
"2026" 0 27 2 "Oceania" 5 5 5 5 4 5 5
"18561" 0 48 3 "Eastasia" 5 5 1 5 5 4 5
"16004" 1 19 3 "Eastasia" 3 3 2 4 5 4 5
"14224" 0 49 3 "Eastasia" 5 5 5 5 5 4 5
"68235" 0 27 6 "Eastasia" 3 4 3 5 4 4 3
"81108" 0 43 1 "Eastasia" 3 3 4 3 3 5 4
"104838" 0 23 2 "Eastasia" 1 1 2 4 5 5 5
"42669" 1 40 4 "Oceania" 2 2 2 3 5 4 5
"127729" 0 46 1 "Eastasia" 1 1 1 5 3 4 5
"93556" 0 35 2 "Eastasia" 1 1 2 3 4 4 5
"58411" 0 35 1 "Oceania" 4 4 2 3 4 4 5
"99953" 1 50 2 "Eastasia" 3 4 4 4 4 3 2
"87808" 1 NA 6 "Oceania" 2 2 2 4 5 4 5
"26850" 1 68 3 "Oceania" 2 2 2 3 5 4 5
"50942" 1 32 6 "Eastasia" 3 3 2 4 4 3 5
"138877" 0 52 4 "Eastasia" 2 2 1 4 4 4 5
"121730" 1 39 3 "Eastasia" 5 5 3 3 5 3 5
"133026" 1 58 NA "Eastasia" 3 2 1 5 5 4 5
"49294" 1 68 5 "Eastasia" 3 2 2 4 5 4 5
"144082" 1 37 1 "Eastasia" 2 1 2 3 4 4 5
"154201" 1 30 1 "Eastasia" 4 2 5 5 5 5 5
"128180" 0 68 1 "Eastasia" 3 2 2 5 3 3 5
"73206" 0 38 1 "Eastasia" 4 2 1 5 5 3 5
"127944" 1 33 1 "Eastasia" 4 2 2 5 4 3 5
"161539" 1 50 1 "Eastasia" 2 1 2 5 5 5 5
"26881" 1 77 2 "Oceania" 3 2 3 4 4 4 4
"168389" 1 56 2 "Eastasia" 2 1 1 3 4 4 5
"121538" 0 42 3 "Eastasia" 3 2 2 5 5 5 5
"42670" 1 22 4 "Oceania" 2 1 1 4 5 3 5
"167191" 1 43 6 "Eastasia" 2 1 1 5 5 4 5
"4360" 1 23 4 "Oceania" 3 2 1 4 5 4 5
"133508" 1 46 5 "Eastasia" 3 2 2 4 3 5 5
"11477" 0 45 3 "Eastasia" 2 1 2 4 4 4 4
"128747" 1 72 1 "Eastasia" 3 1 1 5 5 4 5
"39749" 0 52 6 "Eastasia" 2 1 1 4 3 3 5
"128252" 0 48 3 "Eastasia" 3 2 3 5 3 3 5
"169198" 1 20 4 "Eastasia" 3 2 2 5 3 3 5
"65532" 0 45 5 "Eastasia" 3 1 3 4 5 5 5
"23141" 1 59 3 "Oceania" 3 2 2 4 4 4 5
"72496" 0 65 1 "Eastasia" 3 1 3 4 3 4 5
"91532" 1 54 1 "Oceania" 3 2 2 5 5 4 5
"71574" 1 21 1 "Eastasia" 3 1 1 4 5 5 5
"126933" 1 21 3 "Eastasia" 3 1 1 5 4 5 5
"99931" 1 23 3 "Eastasia" 4 1 2 5 4 4 5
"91108" 0 44 3 "Oceania" 4 3 1 5 5 4 5
"40609" 1 24 4 "Eastasia" 2 1 1 4 4 3 5
"29560" 0 55 3 "Oceania" 3 2 2 4 4 4 5
"88856" 0 30 7 "Oceania" 3 2 2 5 4 4 5
"125574" 0 42 1 "Eastasia" 4 2 1 5 5 3 5
"124431" 0 30 3 "Eastasia" 2 1 2 5 5 5 5
"133345" 1 37 5 "Eastasia" 3 2 1 4 3 5 5
"142283" 0 30 5 "Eastasia" 3 2 2 4 4 4 5
"15377" 0 27 2 "Eastasia" 2 1 1 5 5 5 5
"36908" 0 52 4 "Eastasia" 3 2 2 4 5 3 5
"5478" 1 33 4 "Oceania" 3 1 1 4 5 3 5
"59641" 1 28 1 "Oceania" 3 1 2 5 5 5 5
"141646" 0 31 3 "Eastasia" 3 1 3 5 3 3 5
"88097" 1 23 2 "Oceania" 2 1 1 5 5 5 5
"100316" 1 19 3 "Eastasia" 3 2 1 4 4 3 5
"25091" 1 74 3 "Oceania" 3 1 1 4 4 5 5
"164322" 1 40 4 "Eastasia" 3 2 3 5 5 4 5
"69187" 0 25 1 "Eastasia" 4 2 4 5 5 4 5
"123916" 0 34 3 "Eastasia" 3 2 2 5 5 4 5
"100739" 1 22 1 "Eastasia" 3 2 3 5 3 4 5
"148732" 0 24 4 "Eastasia" 3 2 2 5 5 4 5
"162739" 0 36 3 "Eastasia" 3 2 4 5 4 3 5
"98542" 1 22 3 "Eastasia" 3 2 1 4 4 5 5
"37962" 1 33 6 "Eastasia" 2 1 2 4 5 4 5
"47482" 1 28 5 "Eastasia" 2 1 2 5 5 3 5
"160393" 0 35 6 "Eastasia" 2 1 3 5 5 5 5
"104816" 0 53 2 "Eastasia" 2 1 1 4 5 5 5
"129403" 0 18 5 "Eastasia" 2 1 2 4 4 4 5
"49180" 1 48 6 "Eastasia" 3 1 1 4 4 3 5
"123977" 0 73 3 "Eastasia" 3 2 2 4 5 3 5
"50992" 1 59 5 "Eastasia" 2 1 1 3 3 4 5
"161378" 0 18 3 "Eastasia" 2 1 1 5 5 5 5
"7848" 1 47 2 "Eastasia" 2 1 1 5 5 4 5
"146171" 1 23 4 "Eastasia" 3 2 1 4 4 4 5
"99870" 1 42 3 "Eastasia" 2 1 1 3 4 3 5
"103025" 0 21 3 "Eastasia" 2 1 2 3 5 3 5
"125667" 1 57 1 "Eastasia" 3 2 1 4 5 3 5
"89390" 1 21 3 "Oceania" 2 1 4 3 5 5 5
"78538" 1 52 1 "Oceania" 3 1 1 4 4 3 5
"43347" 0 54 6 "Oceania" 4 2 1 5 4 4 5
"134600" 0 37 5 "Eastasia" 3 2 2 4 3 3 4
"153793" 0 51 3 "Eastasia" 2 1 4 5 5 5 5
"9209" 0 63 NA "Eastasia" 4 3 2 5 5 3 5
"79146" 1 33 1 "Oceania" 2 1 2 4 5 3 5
"128032" 0 23 5 "Eastasia" 4 2 1 5 4 5 5
"152872" 0 72 4 "Eastasia" 4 3 2 5 5 5 5
"86051" 0 38 3 "Eastasia" 4 3 3 5 4 5 5
"131378" 1 80 6 "Eastasia" 3 2 2 4 3 3 5
"89971" 1 28 4 "Oceania" 2 1 1 5 3 5 5
"131287" 1 50 6 "Eastasia" 2 1 1 4 5 4 5
"73669" 1 62 1 "Oceania" 4 2 2 5 5 4 5
"12375" 1 18 3 "Eastasia" 2 1 1 3 4 3 5
"78864" 1 23 4 "Oceania" 4 3 5 5 5 5 5
"104283" 1 31 2 "Eastasia" 4 1 2 5 4 5 5
"123491" 0 44 4 "Eastasia" 3 2 2 5 4 4 4
"20553" 1 20 6 "Eastasia" 2 1 1 4 5 4 5
"123874" 0 44 3 "Eastasia" 3 2 2 4 5 1 5
"132229" 1 31 6 "Eastasia" 4 1 5 5 4 5 5
"74774" 0 34 3 "Oceania" 3 2 2 4 5 5 5
"133860" 0 27 6 "Eastasia" 2 1 1 5 4 4 5
"132028" 1 25 6 "Eastasia" 3 2 1 4 3 5 5
"132951" 1 28 5 "Eastasia" 3 2 1 4 5 4 5
"149630" 1 31 4 "Eastasia" 3 2 2 4 4 4 5
"53035" 1 34 5 "Eastasia" 3 2 1 4 4 3 5
"152260" 1 45 5 "Eastasia" 3 2 3 4 4 3 4
"1816" 0 43 4 "Oceania" 3 1 3 4 3 5 5
"67733" 0 35 2 "Eastasia" 2 1 4 5 5 4 4
"128831" 0 41 1 "Eastasia" 4 3 1 5 5 3 5
"162464" 1 26 6 "Eastasia" 4 1 1 5 5 4 5
"90021" 1 22 5 "Oceania" 3 1 2 4 5 4 5
"77896" 0 43 3 "Oceania" 2 1 2 5 4 3 5
"126633" 0 39 5 "Eastasia" 3 2 3 4 4 4 5
"48281" 0 36 6 "Eastasia" 2 1 2 4 3 3 5
"48279" 1 32 6 "Eastasia" 2 1 2 3 3 3 5
"131392" 0 61 6 "Eastasia" 3 2 1 5 4 4 5
"161765" 0 46 1 "Eastasia" 4 3 4 5 5 5 5
"41564" 1 38 3 "Oceania" 3 2 2 4 4 3 5
"98190" 1 20 3 "Eastasia" 4 2 2 5 5 5 5
"84151" 1 20 1 "Eastasia" 2 1 2 3 5 3 5
"156778" 0 69 1 "Eastasia" 4 1 2 5 4 4 5
"121768" 0 39 4 "Eastasia" 2 1 1 4 5 3 5
"52697" 0 28 6 "Eastasia" 4 2 2 5 3 5 5
"77175" 1 64 2 "Oceania" 2 1 1 5 4 4 5
"155950" 0 28 1 "Eastasia" 2 1 1 5 5 5 5
"155412" 1 20 5 "Eastasia" 3 2 2 5 5 4 5
"39685" 1 NA 3 "Eastasia" 3 1 1 5 5 5 5
"98540" 1 18 2 "Eastasia" 3 1 2 5 4 5 5
"101138" 1 5 1 "Eastasia" 3 1 1 4 5 4 5
"66018" 0 21 6 "Eastasia" 4 2 1 5 5 5 5
"44796" 1 19 6 "Eastasia" 3 2 2 4 5 4 5
"50323" 1 63 5 "Eastasia" 3 1 2 5 5 5 5
"160366" 0 62 1 "Eastasia" 4 2 3 5 5 5 5
"80389" 0 75 1 "Eastasia" 3 2 1 4 4 4 5
"99126" 0 45 1 "Eastasia" 3 2 2 4 4 4 5
"100031" 0 40 3 "Eastasia" 2 1 1 5 5 5 5
"164664" 0 44 5 "Eastasia" 3 1 1 4 5 2 5
"76998" 0 18 1 "Oceania" 3 2 2 5 5 5 5
"167768" 0 28 4 "Eastasia" 3 2 1 4 5 4 5
"51875" 1 21 5 "Eastasia" 2 1 2 3 4 5 5
"157429" 0 65 1 "Eastasia" 3 2 2 5 5 5 5
"171782" 1 31 3 "Eastasia" 3 2 2 4 5 4 5
"37771" 0 21 5 "Eastasia" 2 1 3 4 4 4 5
"89509" 1 36 3 "Oceania" 3 1 2 4 5 4 5
"38320" 1 32 5 "Eastasia" 3 1 1 5 4 4 5
"131870" 1 36 7 "Eastasia" 4 3 1 5 4 4 5
"84908" 0 32 6 "Eastasia" 3 1 5 5 5 5 5
"129221" 1 54 1 "Eastasia" 4 3 1 5 4 4 5
"106079" 0 27 3 "Eastasia" 2 1 1 4 5 5 5
"1379" 0 72 2 "Oceania" 3 1 1 5 5 5 5
"85967" 1 55 2 "Eastasia" 4 3 5 5 5 5 5
"50625" 1 25 6 "Eastasia" 3 1 1 5 5 5 5
"47175" 1 34 5 "Eastasia" 3 2 1 4 4 3 5
"82247" 1 30 2 "Eastasia" 2 1 2 3 4 5 4
"94782" 1 23 3 "Eastasia" 3 1 1 5 5 3 5
"4028" 0 50 1 "Oceania" 3 1 1 4 5 5 5
"126441" 0 33 1 "Eastasia" 4 1 1 5 3 3 5
"67030" 1 63 1 "Eastasia" 2 1 1 5 4 3 5
"87937" 0 22 6 "Oceania" 4 2 3 5 5 4 5
"59218" 1 20 5 "Oceania" 2 1 1 4 5 5 5
"23090" 1 54 3 "Oceania" 2 1 1 4 4 3 4
"94555" 0 59 1 "Eastasia" 3 2 1 5 5 5 5
"122203" 1 44 4 "Eastasia" 4 1 1 5 5 5 5
"47352" 1 44 4 "Eastasia" 3 2 2 4 5 4 5
"89432" 0 46 3 "Oceania" 2 1 1 4 4 4 5
"103178" 1 31 2 "Eastasia" 2 1 2 3 5 4 5
"128663" 1 29 1 "Eastasia" 3 1 1 4 5 2 5
"142419" 1 41 1 "Eastasia" 2 1 2 3 4 5 3
"83918" 0 20 1 "Eastasia" 3 1 2 4 3 3 5
"89999" 1 30 3 "Oceania" 3 2 2 5 5 5 5
"153429" 1 52 1 "Eastasia" 4 3 1 5 5 5 5
"103276" 0 45 2 "Eastasia" 4 1 2 5 5 5 5
"171455" 0 52 6 "Eastasia" 3 1 1 4 5 4 5
"47340" 1 45 6 "Eastasia" 4 2 2 5 5 3 5
"121265" 0 19 3 "Eastasia" 3 2 2 4 4 5 5
"149620" 0 28 4 "Eastasia" 3 2 2 4 4 4 4
"157891" 0 39 5 "Eastasia" 4 3 2 5 5 4 5
"159950" 0 24 1 "Eastasia" 4 1 2 5 5 5 5
"129296" 1 37 1 "Eastasia" 3 2 1 5 4 3 5
"61833" 1 18 2 "Eastasia" 2 1 2 3 4 4 5
"67244" 1 20 4 "Eastasia" 3 2 1 4 4 5 5
"122868" 1 37 3 "Eastasia" 2 1 5 3 3 5 5
"43597" 0 30 4 "Oceania" 3 1 1 4 5 5 5
"150472" 0 42 4 "Eastasia" 3 2 2 4 4 5 4
"42641" 1 35 4 "Oceania" 3 1 3 4 4 5 5
"138636" 1 60 1 "Eastasia" 2 1 2 5 5 4 5
"135076" 1 60 1 "Eastasia" 2 1 2 3 5 4 5
"42140" 1 28 4 "Oceania" 3 2 2 4 3 3 5
"161598" 1 50 1 "Eastasia" 4 3 3 5 5 4 5
"78558" 1 47 1 "Oceania" 3 2 1 4 5 4 5
"164057" 1 54 2 "Eastasia" 3 2 1 4 4 3 5
"95786" 1 18 5 "Eastasia" 4 3 2 5 4 5 5
"144665" 0 55 6 "Eastasia" 3 2 3 5 5 5 5
"116872" 1 18 4 "Eurasia" 2 1 1 4 3 5 5
"74865" 1 32 1 "Oceania" 2 1 1 4 5 5 5
"101419" 0 18 3 "Eastasia" 4 2 1 5 4 3 5
"79124" 1 19 3 "Oceania" 2 1 1 4 4 3 5
"147398" 1 19 4 "Eastasia" 3 2 1 4 4 3 5
"70657" 0 20 1 "Eastasia" 4 2 2 5 5 4 5
"125445" 1 21 1 "Eastasia" 4 1 1 5 5 3 5
"43389" 0 70 2 "Oceania" 2 1 1 3 4 3 5
"50271" 1 50 6 "Eastasia" 3 2 3 5 5 5 5
"155287" 0 37 3 "Eastasia" 3 2 1 5 4 4 5
"125592" 1 22 1 "Eastasia" 2 1 1 5 5 3 5
"67538" 0 26 7 "Eastasia" 3 2 2 5 4 5 5
"123468" 1 79 3 "Eastasia" 3 1 2 4 5 5 5
"147171" 0 29 4 "Eastasia" 3 1 2 4 4 3 5
"78731" 1 38 1 "Oceania" 3 2 2 4 5 4 5
"124053" 0 19 4 "Eastasia" 4 1 4 5 5 5 5
"11276" 0 32 6 "Eastasia" 3 2 1 4 5 4 5
"48601" 1 28 4 "Eastasia" 3 1 1 4 5 3 5
"46862" 1 20 6 "Eastasia" 2 1 1 3 4 3 5
"154282" 0 22 1 "Eastasia" 4 3 5 5 4 4 5
"41823" 0 64 3 "Oceania" 2 1 1 3 4 3 5
"132211" 1 35 5 "Eastasia" 4 1 5 5 4 3 5
"110659" 1 28 3 "Eurasia" 3 1 5 4 4 4 5
"129249" 0 20 4 "Eastasia" 3 2 1 4 3 5 4
"163040" 1 29 2 "Eastasia" 3 1 1 4 4 1 5
"99349" 1 48 2 "Eastasia" 2 1 1 5 5 5 4
"50554" 1 39 5 "Eastasia" 3 2 1 4 4 4 5
"42755" 1 60 1 "Oceania" 3 2 2 5 5 4 5
"114114" 1 39 3 "Eastasia" 2 1 2 4 5 4 5
"116552" 1 68 1 "Eurasia" 4 3 3 5 5 4 5
"47517" 1 66 4 "Eastasia" 3 2 2 4 4 4 5
"91116" 1 34 2 "Oceania" 3 2 2 4 4 3 5
"123410" 1 38 3 "Eastasia" 4 3 2 5 5 5 5
"165558" 1 60 3 "Eastasia" 3 2 2 5 4 4 5
"79783" 0 20 3 "Eastasia" 3 2 5 5 5 5 5
"47895" 0 62 6 "Eastasia" 2 1 1 3 3 3 5
"126165" 0 40 3 "Eastasia" 3 1 1 5 5 5 5
"128136" 0 77 1 "Eastasia" 3 1 1 5 5 5 5
"129001" 1 19 3 "Eastasia" 3 1 1 4 5 3 5
"125621" 1 29 5 "Eastasia" 3 1 1 5 5 3 5
"99115" 1 40 1 "Eastasia" 3 2 1 4 2 3 5
"169844" 1 73 2 "Eastasia" 2 1 1 4 4 4 5
"71472" 1 59 1 "Eastasia" 4 1 1 5 5 4 5
"100131" 1 55 1 "Eastasia" 4 3 3 5 5 5 5
"78324" 0 29 1 "Oceania" 3 1 2 5 3 4 5
"151039" 1 47 4 "Eastasia" 3 2 1 4 5 1 4
"69604" 1 56 1 "Eastasia" 4 3 1 5 4 5 5
"169805" 1 40 6 "Eastasia" 2 1 1 5 5 5 5
"18965" 0 69 2 "Eastasia" 3 2 4 5 5 2 5
"39627" 0 30 4 "Eastasia" 3 1 1 4 4 4 5
"52937" 0 73 3 "Eastasia" 3 2 1 5 5 4 5
"160630" 0 45 1 "Eastasia" 4 3 2 5 5 5 5
"13437" 0 34 6 "Eastasia" 3 1 1 4 3 4 5
"126800" 0 39 4 "Eastasia" 2 1 1 5 2 4 5
"119774" 1 39 1 "Eurasia" 3 2 4 4 5 3 5
"133375" 1 47 5 "Eastasia" 2 1 1 3 4 4 5
"38075" 1 63 5 "Eastasia" 3 2 2 4 4 4 5
"44669" 0 25 4 "Oceania" 3 1 1 4 3 4 4
"49606" 1 48 5 "Eastasia" 2 1 2 4 5 4 5
"60967" 0 19 1 "Oceania" 3 2 1 4 3 4 4
"67284" 1 24 3 "Eastasia" 4 3 3 5 5 5 5
"150830" 0 70 3 "Eastasia" 2 1 1 3 4 4 5
"80698" 0 30 3 "Eastasia" 4 3 3 5 4 4 5
"154207" 0 70 1 "Eastasia" 2 1 1 5 5 5 5
"156697" 0 74 1 "Eastasia" 3 2 2 4 5 4 5
"23450" 1 30 5 "Oceania" 3 1 1 4 4 4 5
"163192" 0 19 4 "Eastasia" 3 1 1 4 4 5 5
"53434" 1 38 5 "Eastasia" 3 2 2 4 4 3 5
"72518" 1 30 1 "Eastasia" 3 1 1 4 5 5 5
"22997" 0 49 4 "Oceania" 2 1 1 4 4 4 5
"51127" 1 64 5 "Eastasia" 4 2 1 5 5 5 5
"103279" 1 54 2 "Eastasia" 2 1 1 3 5 3 5
"52503" 0 31 6 "Eastasia" 3 1 1 4 3 3 5
"74260" 1 48 1 "Oceania" 2 1 1 5 5 3 5
"50805" 1 61 6 "Eastasia" 3 1 2 5 4 4 5
"74906" 1 26 1 "Oceania" 2 1 1 4 3 5 5
"99061" 0 22 1 "Eastasia" 3 1 1 5 4 4 5
"155396" 1 45 1 "Eastasia" 3 2 4 5 5 5 5
"100972" 0 23 1 "Eastasia" 3 1 2 5 3 5 5
"102590" 0 21 5 "Eastasia" 3 2 1 5 5 4 5
"78912" 1 63 1 "Oceania" 3 2 1 5 5 4 4
"99215" 1 21 3 "Eastasia" 3 1 1 4 5 5 5
"92031" 1 25 2 "Oceania" 4 2 3 5 5 5 5
"76955" 0 26 3 "Oceania" 2 1 1 5 5 4 5
"51748" 1 54 5 "Eastasia" 3 2 2 4 5 4 5
"155104" 0 41 3 "Eastasia" 3 1 5 5 5 5 5
"87928" 0 26 4 "Oceania" 2 1 1 4 4 4 5
"93540" 1 25 1 "Eastasia" 3 1 4 4 5 4 5
"162079" 1 60 2 "Eastasia" 3 2 1 4 4 3 5
"80335" 0 40 5 "Eastasia" 3 2 2 4 4 3 5
"4806" 1 24 2 "Oceania" 3 1 3 5 5 3 5
"54006" 1 83 2 "Eastasia" 4 1 2 5 4 4 5
"137228" 1 21 3 "Eastasia" 3 2 1 4 4 4 5
"103141" 0 61 2 "Eastasia" 2 1 1 3 5 3 5
"104600" 1 36 1 "Eastasia" 4 1 5 5 5 5 5
"27009" 1 71 3 "Oceania" 3 2 2 4 5 5 5
"148546" 1 44 5 "Eastasia" 3 2 2 4 4 4 5
